(0.12072,-0.26159)
(0.02421,-0.24975)
(-0.03082,-0.25014)
(-0.07918,-0.25529)
(-0.10756,-0.25954)
(-0.15180,-0.26616)
(-0.22218,-0.27117)
(-0.29942,-0.23231)
(-0.29537,-0.13648)
(-0.29084,-0.11661)
(-0.27454,-0.02008)
(-0.27429,0.01676)
(-0.28561,0.09347)
(-0.29251,0.12390)
(-0.30442,0.18895)
(-0.33469,0.27525)
(-0.26762,0.29955)
(-0.24915,0.29955)
(-0.21216,0.29633)
(-0.20013,0.29467)
(-0.16999,0.28979)
(-0.15402,0.28677)
(-0.12930,0.28196)
(-0.12348,0.28083)
(-0.10127,0.27658)
(-0.09314,0.27508)
(-0.06193,0.27013)
(-0.05492,0.26918)
(-0.03368,0.26695)
(-0.01740,0.26596)
(-0.00614,0.26565)
(0.01518,0.26589)
(0.02156,0.26618)
(0.03816,0.26740)
(0.06259,0.27023)
(0.07864,0.27264)
(0.10351,0.27699)
(0.11339,0.27887)
(0.12933,0.28197)
(0.16587,0.28903)
(0.18398,0.29220)
(0.20689,0.29564)
(0.22070,0.29733)
(0.24300,0.29924)
(0.28461,0.29824)
(0.34518,0.25604)
(0.34621,0.22971)
(0.33480,0.17640)
(0.33034,0.16173)
(0.31490,0.11127)
(0.30898,0.08962)
(0.30171,0.05662)
(0.29751,0.02593)
(0.29640,0.00543)
(0.29750,-0.02526)
(0.29989,-0.04555)
(0.30738,-0.08319)
(0.31114,-0.09791)
(0.31666,-0.11735)
(0.32879,-0.15672)
(0.33780,-0.18707)
(0.34397,-0.21286)
(0.33538,-0.27451)
(0.26720,-0.29955)
(0.19778,-0.29432)
(0.15519,-0.28699)
(0.05379,-0.26903)
(0.04370,-0.26794)
(-0.04643,-0.26817)
(-0.07190,-0.27158)
(-0.16811,-0.28942)
(-0.21985,-0.29722)
(-0.27481,-0.29900)
(-0.34644,-0.24186)
(-0.34415,-0.21379)
(-0.32235,-0.13605)
(-0.31343,-0.10617)
(-0.30547,-0.07507)
(-0.29674,0.01542)
(-0.30003,0.04651)
(-0.32045,0.12986)
(-0.33773,0.18684)
(-0.34315,0.20871)
(-0.34900,0.32204)
(-0.31209,0.32685)
(-0.29985,0.32701)
(-0.25629,0.32360)
(-0.25342,0.32322)
(-0.22318,0.31851)
(-0.19836,0.31361)
(-0.18296,0.31035)
(-0.17395,0.30832)
(-0.16084,0.30534)
(-0.14681,0.30212)
(-0.12528,0.29718)
(-0.11046,0.29391)
(-0.10199,0.29211)
(-0.08321,0.28838)
(-0.07654,0.28719)
(-0.05223,0.28340)
(-0.03728,0.28171)
(-0.02611,0.28070)
(-0.00698,0.27984)
(0.00357,0.27989)
(0.00808,0.27995)
(0.03027,0.28106)
(0.04574,0.28261)
(0.06063,0.28459)
(0.07395,0.28669)
(0.09554,0.29080)
(0.10039,0.29180)
(0.12438,0.29700)
(0.13723,0.29992)
(0.16452,0.30619)
(0.17016,0.30748)
(0.19191,0.31227)
(0.21853,0.31759)
(0.23602,0.32067)
(0.25426,0.32335)
(0.28581,0.32644)
(0.31186,0.32696)
(0.34187,0.32371)
(0.37825,0.30719)
(0.37572,0.20913)
(0.36195,0.17528)
(0.35071,0.14748)
(0.34748,0.13920)
(0.33441,0.10247)
(0.32691,0.07707)
(0.31954,0.04156)
(0.31719,0.02126)
(0.31635,0.00099)
(0.31704,-0.01922)
(0.32126,-0.05143)
(0.32618,-0.07391)
(0.33293,-0.09784)
(0.33908,-0.11642)
(0.34731,-0.13884)
(0.35240,-0.15174)
(0.36408,-0.18046)
(0.37847,-0.21621)
(0.39012,-0.25374)
(0.39199,-0.26645)
(0.35861,-0.31925)
(0.26463,-0.32463)
(0.16503,-0.30630)
(0.15701,-0.30446)
(0.07405,-0.28675)
(0.01513,-0.28016)
(-0.06247,-0.28487)
(-0.12925,-0.29810)
(-0.16984,-0.30740)
(-0.24494,-0.32206)
(-0.27748,-0.32581)
(-0.33877,-0.32426)
(-0.38554,-0.23671)
(-0.37255,-0.20116)
(-0.35224,-0.15143)
(-0.34426,-0.13074)
(-0.32609,-0.07383)
(-0.31666,-0.01351)
(-0.31889,0.03667)
(-0.32810,0.08150)
(-0.34143,0.12308)
(-0.36252,0.17667)
(-0.39042,0.28848)
(-0.42264,0.34002)
(-0.36161,0.35329)
(-0.34943,0.35355)
(-0.31436,0.35155)
(-0.29431,0.34917)
(-0.27351,0.34592)
(-0.25359,0.34224)
(-0.24395,0.34026)
(-0.22170,0.33532)
(-0.21464,0.33368)
(-0.20161,0.33051)
(-0.18341,0.32595)
(-0.16839,0.32209)
(-0.15144,0.31770)
(-0.14740,0.31665)
(-0.12940,0.31206)
(-0.11515,0.30854)
(-0.10567,0.30633)
(-0.08779,0.30239)
(-0.07771,0.30036)
(-0.06434,0.29797)
(-0.05929,0.29712)
(-0.03934,0.29444)
(-0.03182,0.29370)
(-0.02589,0.29324)
(-0.01019,0.29241)
(0.00969,0.29240)
(0.01561,0.29263)
(0.03226,0.29376)
(0.04076,0.29460)
(0.05436,0.29639)
(0.07583,0.30000)
(0.08261,0.30128)
(0.10170,0.30539)
(0.11982,0.30970)
(0.12828,0.31180)
(0.15024,0.31739)
(0.15518,0.31868)
(0.18256,0.32573)
(0.18616,0.32665)
(0.20346,0.33099)
(0.22483,0.33605)
(0.25304,0.34212)
(0.26937,0.34518)
(0.29379,0.34913)
(0.31774,0.35191)
(0.32845,0.35267)
(0.37542,0.35258)
(0.38008,0.35203)
(0.42674,0.33705)
(0.44082,0.28408)
(0.42102,0.23939)
(0.40042,0.20133)
(0.38458,0.17120)
(0.36897,0.13863)
(0.35322,0.09972)
(0.34453,0.07190)
(0.34219,0.06305)
(0.33746,0.03978)
(0.33494,0.01736)
(0.33427,0.00193)
(0.33513,-0.02041)
(0.34076,-0.05700)
(0.34143,-0.05991)
(0.34672,-0.07980)
(0.35242,-0.09745)
(0.35820,-0.11299)
(0.36785,-0.13612)
(0.37529,-0.15233)
(0.38944,-0.18061)
(0.40267,-0.20553)
(0.41692,-0.23176)
(0.42999,-0.25714)
(0.43728,-0.27342)
(0.37982,-0.35214)
(0.31731,-0.35187)
(0.27864,-0.34681)
(0.21872,-0.33464)
(0.11233,-0.30790)
(0.08178,-0.30114)
(-0.03163,-0.29366)
(-0.04931,-0.29567)
(-0.11996,-0.30973)
(-0.17096,-0.32275)
(-0.23688,-0.33874)
(-0.25175,-0.34188)
(-0.30507,-0.35061)
(-0.42852,-0.33583)
(-0.44406,-0.30102)
(-0.42423,-0.24568)
(-0.39730,-0.19552)
(-0.37984,-0.16174)
(-0.36703,-0.13418)
(-0.34990,-0.09009)
(-0.33682,-0.03505)
(-0.33487,-0.01599)
(-0.33724,0.03768)
(-0.34371,0.06919)
(-0.38388,0.16975)
(-0.41278,0.22412)
(-0.43067,0.25868)
(-0.49487,0.35476)
(-0.44072,0.37566)
(-0.40502,0.37852)
(-0.37103,0.37748)
(-0.35201,0.37579)
(-0.33703,0.37399)
(-0.31612,0.37089)
(-0.30334,0.36868)
(-0.27641,0.36321)
(-0.26774,0.36132)
(-0.24969,0.35704)
(-0.24618,0.35617)
(-0.22489,0.35072)
(-0.21779,0.34882)
(-0.19853,0.34356)
(-0.19068,0.34138)
(-0.17909,0.33811)
(-0.16774,0.33490)
(-0.15434,0.33112)
(-0.14276,0.32790)
(-0.12914,0.32417)
(-0.12475,0.32300)
(-0.10805,0.31869)
(-0.09607,0.31576)
(-0.09022,0.31443)
(-0.07801,0.31179)
(-0.06676,0.30964)
(-0.05973,0.30839)
(-0.04477,0.30619)
(-0.03377,0.30489)
(-0.01949,0.30375)
(-0.01685,0.30357)
(0.00214,0.30316)
(0.00804,0.30328)
(0.02334,0.30397)
(0.03200,0.30475)
(0.04192,0.30579)
(0.05817,0.30816)
(0.07555,0.31133)
(0.09019,0.31444)
(0.09396,0.31530)
(0.10392,0.31764)
(0.11845,0.32133)
(0.13386,0.32544)
(0.15615,0.33163)
(0.17037,0.33564)
(0.17638,0.33735)
(0.19398,0.34229)
(0.20476,0.34528)
(0.22601,0.35101)
(0.24350,0.35550)
(0.25813,0.35909)
(0.27526,0.36299)
(0.29293,0.36666)
(0.31619,0.37095)
(0.32921,0.37292)
(0.35399,0.37604)
(0.37766,0.37790)
(0.39225,0.37848)
(0.42159,0.37772)
(0.44777,0.37449)
(0.50428,0.34139)
(0.48085,0.27794)
(0.45387,0.24100)
(0.43246,0.21100)
(0.41857,0.19014)
(0.39975,0.15896)
(0.38636,0.13365)
(0.37465,0.10808)
(0.36859,0.09261)
(0.35844,0.05998)
(0.35549,0.04733)
(0.35167,0.02095)
(0.35076,-0.00282)
(0.35230,-0.02686)
(0.35562,-0.04765)
(0.35802,-0.05840)
(0.36259,-0.07509)
(0.36987,-0.09607)
(0.37260,-0.10300)
(0.38358,-0.12807)
(0.39198,-0.14472)
(0.39501,-0.15034)
(0.40629,-0.17020)
(0.41880,-0.19042)
(0.42857,-0.20523)
(0.44457,-0.22820)
(0.45207,-0.23855)
(0.47575,-0.27086)
(0.49937,-0.30802)
(0.47144,-0.36842)
(0.38896,-0.37840)
(0.33692,-0.37397)
(0.25661,-0.35870)
(0.17223,-0.33617)
(0.15340,-0.33086)
(0.08004,-0.31222)
(-0.01243,-0.30344)
(-0.07067,-0.31038)
(-0.14862,-0.32952)
(-0.15425,-0.33109)
(-0.24776,-0.35656)
(-0.29787,-0.36763)
(-0.31996,-0.37152)
(-0.38221,-0.37809)
(-0.41671,-0.37810)
(-0.50120,-0.31310)
(-0.47256,-0.26637)
(-0.43346,-0.21244)
(-0.42479,-0.19960)
(-0.40962,-0.17580)
(-0.38651,-0.13396)
(-0.37079,-0.09850)
(-0.35797,-0.05802)
(-0.35180,-0.02257)
(-0.35179,0.02197)
(-0.36152,0.07166)
(-0.39504,0.15040)
(-0.40291,0.16453)
(-0.44147,0.22382)
(-0.47391,0.26832)
(-0.57942,0.35551)
(-0.49859,0.39733)
(-0.46865,0.40048)
(-0.45851,0.40098)
(-0.42157,0.40067)
(-0.41156,0.40012)
(-0.39259,0.39853)
(-0.36620,0.39528)
(-0.35665,0.39391)
(-0.34077,0.39126)
(-0.32591,0.38845)
(-0.31628,0.38652)
(-0.29969,0.38290)
(-0.28719,0.37995)
(-0.27379,0.37665)
(-0.25537,0.37183)
(-0.24606,0.36928)
(-0.24005,0.36763)
(-0.22345,0.36289)
(-0.21588,0.36068)
(-0.20154,0.35643)
(-0.19476,0.35439)
(-0.18395,0.35114)
(-0.17662,0.34893)
(-0.16445,0.34525)
(-0.15481,0.34236)
(-0.14557,0.33962)
(-0.13856,0.33757)
(-0.12819,0.33458)
(-0.11076,0.32979)
(-0.10779,0.32900)
(-0.09693,0.32625)
(-0.08528,0.32345)
(-0.07570,0.32140)
(-0.06642,0.31950)
(-0.05242,0.31711)
(-0.05123,0.31692)
(-0.03723,0.31506)
(-0.02276,0.31368)
(-0.01601,0.31329)
(-0.00958,0.31299)
(0.00700,0.31295)
(0.01572,0.31324)
(0.02190,0.31364)
(0.04139,0.31555)
(0.04779,0.31641)
(0.06407,0.31910)
(0.07136,0.32046)
(0.08616,0.32368)
(0.09937,0.32686)
(0.11110,0.32987)
(0.11797,0.33175)
(0.12709,0.33427)
(0.14440,0.33928)
(0.15415,0.34216)
(0.17564,0.34862)
(0.17963,0.34983)
(0.19789,0.35533)
(0.21456,0.36028)
(0.21700,0.36100)
(0.23728,0.36684)
(0.25156,0.37080)
(0.26478,0.37434)
(0.28370,0.37914)
(0.28888,0.38036)
(0.31535,0.38630)
(0.31845,0.38696)
(0.34591,0.39215)
(0.36844,0.39560)
(0.37759,0.39682)
(0.40252,0.39948)
(0.41473,0.40029)
(0.44227,0.40124)
(0.46093,0.40093)
(0.50318,0.39660)
(0.52718,0.39119)
(0.57539,0.33429)
(0.56396,0.31851)
(0.50551,0.26220)
(0.46764,0.22261)
(0.46605,0.22081)
(0.43734,0.18510)
(0.41409,0.15043)
(0.40224,0.12966)
(0.39528,0.11621)
(0.38328,0.08854)
(0.37425,0.06157)
(0.37193,0.05204)
(0.36677,0.02270)
(0.36586,0.00852)
(0.36593,-0.01005)
(0.36624,-0.01676)
(0.36973,-0.04208)
(0.37292,-0.05659)
(0.37872,-0.07616)
(0.38236,-0.08606)
(0.38731,-0.09860)
(0.39771,-0.12094)
(0.40485,-0.13449)
(0.40651,-0.13741)
(0.41834,-0.15717)
(0.42564,-0.16841)
(0.43956,-0.18799)
(0.44938,-0.20080)
(0.45871,-0.21229)
(0.47076,-0.22618)
(0.47999,-0.23624)
(0.50401,-0.26075)
(0.52874,-0.28417)
(0.55174,-0.30569)
(0.54610,-0.38467)
(0.50592,-0.39615)
(0.45596,-0.40101)
(0.38165,-0.39731)
(0.34091,-0.39127)
(0.23981,-0.36755)
(0.11657,-0.33136)
(0.10300,-0.32778)
(-0.02392,-0.31373)
(-0.04193,-0.31557)
(-0.11148,-0.32999)
(-0.19167,-0.35346)
(-0.20161,-0.35645)
(-0.27157,-0.37609)
(-0.28911,-0.38042)
(-0.36333,-0.39487)
(-0.40470,-0.39961)
(-0.51899,-0.39334)
(-0.57903,-0.35125)
(-0.53422,-0.28920)
(-0.51829,-0.27435)
(-0.49136,-0.24813)
(-0.45645,-0.20956)
(-0.44340,-0.19320)
(-0.42964,-0.17425)
(-0.41095,-0.14518)
(-0.39407,-0.11351)
(-0.37812,-0.07416)
(-0.37010,-0.04373)
(-0.36659,-0.01967)
(-0.36648,0.01827)
(-0.38699,0.09774)
(-0.41518,0.15214)
(-0.44650,0.19711)
(-0.49103,0.24782)
(-0.54741,0.30155)
(-0.64231,0.38645)
(-0.61107,0.40039)
(-0.56624,0.41283)
(-0.53360,0.41784)
(-0.52040,0.41921)
(-0.48304,0.42083)
(-0.47519,0.42076)
(-0.44929,0.41993)
(-0.42951,0.41849)
(-0.42348,0.41795)
(-0.40006,0.41522)
(-0.38608,0.41326)
(-0.37885,0.41211)
(-0.36285,0.40938)
(-0.34714,0.40633)
(-0.34131,0.40513)
(-0.32897,0.40247)
(-0.31247,0.39863)
(-0.29937,0.39538)
(-0.28894,0.39270)
(-0.28631,0.39200)
(-0.27097,0.38781)
(-0.26018,0.38475)
(-0.25229,0.38246)
(-0.24292,0.37969)
(-0.23154,0.37626)
(-0.22224,0.37340)
(-0.21315,0.37058)
(-0.20194,0.36705)
(-0.18946,0.36309)
(-0.18195,0.36070)
(-0.17403,0.35819)
(-0.16353,0.35486)
(-0.15384,0.35181)
(-0.14816,0.35005)
(-0.14015,0.34759)
(-0.13186,0.34509)
(-0.12219,0.34226)
(-0.11516,0.34024)
(-0.10468,0.33737)
(-0.08929,0.33342)
(-0.08163,0.33161)
(-0.07874,0.33094)
(-0.07085,0.32925)
(-0.05977,0.32708)
(-0.05081,0.32558)
(-0.03965,0.32398)
(-0.02588,0.32255)
(-0.02172,0.32221)
(-0.01347,0.32173)
(-0.00525,0.32150)
(0.00741,0.32153)
(0.02073,0.32213)
(0.02898,0.32282)
(0.04270,0.32435)
(0.04693,0.32498)
(0.06367,0.32778)
(0.06784,0.32862)
(0.08394,0.33211)
(0.09643,0.33519)
(0.10447,0.33729)
(0.11837,0.34114)
(0.12563,0.34325)
(0.14026,0.34762)
(0.15189,0.35121)
(0.16068,0.35396)
(0.16878,0.35652)
(0.18425,0.36144)
(0.20215,0.36711)
(0.20831,0.36906)
(0.22759,0.37505)
(0.24071,0.37903)
(0.24450,0.38016)
(0.26037,0.38480)
(0.27938,0.39012)
(0.28459,0.39152)
(0.30038,0.39564)
(0.31627,0.39954)
(0.32497,0.40155)
(0.33677,0.40416)
(0.35102,0.40712)
(0.37959,0.41222)
(0.39304,0.41427)
(0.39891,0.41506)
(0.41679,0.41723)
(0.44573,0.41973)
(0.45955,0.42040)
(0.48460,0.42078)
(0.49769,0.42051)
(0.50873,0.42008)
(0.54726,0.41607)
(0.56390,0.41325)
(0.60137,0.40381)
(0.62279,0.39582)
(0.65632,0.37687)
(0.61916,0.30649)
(0.54207,0.26169)
(0.53266,0.25494)
(0.48324,0.21238)
(0.46000,0.18730)
(0.45667,0.18329)
(0.42765,0.14410)
(0.42408,0.13845)
(0.40594,0.10594)
(0.39989,0.09272)
(0.39172,0.07170)
(0.38626,0.05335)
(0.38231,0.03483)
(0.38016,0.01781)
(0.37939,0.00040)
(0.38113,-0.02771)
(0.38326,-0.03973)
(0.38654,-0.05415)
(0.39198,-0.07220)
(0.39629,-0.08410)
(0.39932,-0.09133)
(0.40354,-0.10085)
(0.41069,-0.11517)
(0.41629,-0.12543)
(0.42880,-0.14578)
(0.43250,-0.15135)
(0.44633,-0.17048)
(0.45567,-0.18210)
(0.45780,-0.18471)
(0.47313,-0.20206)
(0.48540,-0.21460)
(0.49085,-0.21983)
(0.50776,-0.23507)
(0.53359,-0.25569)
(0.54809,-0.26595)
(0.57600,-0.28342)
(0.58725,-0.28983)
(0.63424,-0.31423)
(0.65873,-0.32864)
(0.63076,-0.39245)
(0.52395,-0.41885)
(0.48134,-0.42079)
(0.44396,-0.41960)
(0.37805,-0.41199)
(0.29863,-0.39520)
(0.19651,-0.36533)
(0.15243,-0.35139)
(0.01902,-0.32205)
(-0.02901,-0.32281)
(-0.12623,-0.34343)
(-0.17550,-0.35865)
(-0.23139,-0.37621)
(-0.23858,-0.37839)
(-0.30554,-0.39694)
(-0.38100,-0.41248)
(-0.39055,-0.41389)
(-0.47512,-0.42077)
(-0.52489,-0.41879)
(-0.58858,-0.40759)
(-0.67058,-0.34091)
(-0.60176,-0.29770)
(-0.57522,-0.28302)
(-0.55307,-0.26921)
(-0.51457,-0.24083)
(-0.51320,-0.23973)
(-0.47869,-0.20779)
(-0.46425,-0.19217)
(-0.44037,-0.16247)
(-0.42492,-0.13976)
(-0.41946,-0.13088)
(-0.40683,-0.10756)
(-0.39585,-0.08286)
(-0.38479,-0.04709)
(-0.38201,0.03277)
(-0.38435,0.04503)
(-0.40520,0.10422)
(-0.46446,0.19246)
(-0.49426,0.22313)
(-0.54466,0.26354)
(-0.66155,0.32956)
(-0.79631,0.32198)
(-0.72633,0.38333)
(-0.70612,0.39422)
(-0.65674,0.41441)
(-0.63075,0.42213)
(-0.61396,0.42607)
(-0.58582,0.43126)
(-0.56218,0.43425)
(-0.55605,0.43490)
(-0.53306,0.43648)
(-0.51153,0.43709)
(-0.49480,0.43703)
(-0.48983,0.43688)
(-0.47605,0.43639)
(-0.45209,0.43472)
(-0.43835,0.43340)
(-0.42306,0.43158)
(-0.42174,0.43142)
(-0.40808,0.42949)
(-0.39439,0.42734)
(-0.38189,0.42513)
(-0.36769,0.42240)
(-0.35791,0.42041)
(-0.34971,0.41861)
(-0.33517,0.41528)
(-0.32734,0.41337)
(-0.32011,0.41159)
(-0.30626,0.40798)
(-0.29476,0.40486)
(-0.28663,0.40258)
(-0.27766,0.40001)
(-0.26574,0.39648)
(-0.25717,0.39389)
(-0.25381,0.39286)
(-0.23698,0.38760)
(-0.22931,0.38515)
(-0.22370,0.38335)
(-0.21427,0.38028)
(-0.20484,0.37719)
(-0.19502,0.37395)
(-0.19278,0.37321)
(-0.18252,0.36982)
(-0.17397,0.36699)
(-0.16292,0.36336)
(-0.15931,0.36219)
(-0.15071,0.35940)
(-0.13847,0.35551)
(-0.13194,0.35347)
(-0.12450,0.35120)
(-0.11767,0.34917)
(-0.10909,0.34668)
(-0.09850,0.34378)
(-0.09532,0.34293)
(-0.08086,0.33934)
(-0.07178,0.33727)
(-0.06848,0.33655)
(-0.05565,0.33412)
(-0.05368,0.33377)
(-0.03762,0.33142)
(-0.02871,0.33040)
(-0.02748,0.33029)
(-0.01165,0.32925)
(-0.00211,0.32906)
(0.00070,0.32905)
(0.01532,0.32943)
(0.02026,0.32975)
(0.02926,0.33046)
(0.04287,0.33211)
(0.05420,0.33386)
(0.06497,0.33587)
(0.06718,0.33630)
(0.07945,0.33900)
(0.09228,0.34213)
(0.09926,0.34398)
(0.10875,0.34658)
(0.12366,0.35095)
(0.13483,0.35437)
(0.14207,0.35664)
(0.15665,0.36132)
(0.16382,0.36366)
(0.17315,0.36672)
(0.19272,0.37319)
(0.19945,0.37542)
(0.21198,0.37953)
(0.22807,0.38475)
(0.23448,0.38680)
(0.24369,0.38972)
(0.25799,0.39414)
(0.26654,0.39672)
(0.27725,0.39989)
(0.29184,0.40404)
(0.30095,0.40657)
(0.32130,0.41189)
(0.33363,0.41490)
(0.33885,0.41615)
(0.35958,0.42076)
(0.36812,0.42249)
(0.38717,0.42607)
(0.39354,0.42719)
(0.41007,0.42979)
(0.42172,0.43142)
(0.43522,0.43306)
(0.45734,0.43518)
(0.47284,0.43619)
(0.48266,0.43664)
(0.49125,0.43692)
(0.50679,0.43710)
(0.52683,0.43671)
(0.54047,0.43607)
(0.56113,0.43438)
(0.58898,0.43077)
(0.60167,0.42859)
(0.61845,0.42506)
(0.65174,0.41602)
(0.65683,0.41439)
(0.68383,0.40445)
(0.73084,0.38063)
(0.75094,0.36736)
(0.77820,0.34430)
(0.73117,0.29151)
(0.66166,0.28612)
(0.60177,0.26900)
(0.53177,0.23131)
(0.52918,0.22944)
(0.48665,0.19392)
(0.46761,0.17390)
(0.44629,0.14749)
(0.43761,0.13516)
(0.41861,0.10278)
(0.41253,0.08999)
(0.40743,0.07796)
(0.40070,0.05850)
(0.39665,0.04325)
(0.39323,0.02325)
(0.39191,-0.00101)
(0.39229,-0.01268)
(0.39373,-0.02618)
(0.39747,-0.04620)
(0.39866,-0.05115)
(0.40116,-0.05992)
(0.40986,-0.08386)
(0.41202,-0.08897)
(0.42036,-0.10611)
(0.42589,-0.11613)
(0.43212,-0.12663)
(0.43604,-0.13267)
(0.44561,-0.14662)
(0.45434,-0.15810)
(0.46203,-0.16744)
(0.47197,-0.17877)
(0.48253,-0.18991)
(0.48975,-0.19684)
(0.50311,-0.20894)
(0.50511,-0.21065)
(0.52246,-0.22452)
(0.53460,-0.23322)
(0.55357,-0.24532)
(0.55983,-0.24903)
(0.59048,-0.26432)
(0.61110,-0.27251)
(0.62067,-0.27579)
(0.64037,-0.28142)
(0.69728,-0.29062)
(0.73257,-0.29153)
(0.78720,-0.33474)
(0.75980,-0.36035)
(0.68670,-0.40307)
(0.62733,-0.42292)
(0.57283,-0.43304)
(0.50687,-0.43714)
(0.46553,-0.43577)
(0.39307,-0.42710)
(0.31070,-0.40916)
(0.22759,-0.38460)
(0.11296,-0.34779)
(0.06482,-0.33584)
(-0.05518,-0.33404)
(-0.09162,-0.34198)
(-0.17229,-0.36644)
(-0.20290,-0.37655)
(-0.26562,-0.39645)
(-0.31160,-0.40940)
(-0.37295,-0.42345)
(-0.42493,-0.43184)
(-0.45867,-0.43524)
(-0.54084,-0.43602)
(-0.56496,-0.43399)
(-0.65192,-0.41599)
(-0.75813,-0.36165)
(-0.77014,-0.35183)
(-0.75624,-0.29076)
(-0.68554,-0.28948)
(-0.64243,-0.28191)
(-0.62169,-0.27608)
(-0.58251,-0.26075)
(-0.57189,-0.25550)
(-0.55861,-0.24835)
(-0.53716,-0.23495)
(-0.50037,-0.20657)
(-0.49551,-0.20231)
(-0.46862,-0.17513)
(-0.45629,-0.16056)
(-0.43752,-0.13490)
(-0.42244,-0.11008)
(-0.41361,-0.09255)
(-0.40245,-0.06395)
(-0.39231,-0.01407)
(-0.39200,-0.00465)
(-0.39954,0.05432)
(-0.44016,0.13886)
(-0.48790,0.19514)
(-0.54952,0.24294)
(-0.58205,0.26048)
(-0.66715,0.28708)
(-0.80271,0.30057)
(-0.97766,0.06114)
(-0.94635,0.18370)
(-0.92974,0.21958)
(-0.88652,0.28689)
(-0.85664,0.32085)
(-0.83581,0.34080)
(-0.80412,0.36608)
(-0.77982,0.38226)
(-0.76376,0.39174)
(-0.74564,0.40132)
(-0.72284,0.41189)
(-0.68729,0.42542)
(-0.67457,0.42943)
(-0.66120,0.43328)
(-0.64351,0.43765)
(-0.61279,0.44358)
(-0.60992,0.44404)
(-0.58586,0.44727)
(-0.57565,0.44829)
(-0.55549,0.44977)
(-0.54807,0.45013)
(-0.52860,0.45060)
(-0.51743,0.45059)
(-0.50848,0.45044)
(-0.48831,0.44962)
(-0.47874,0.44902)
(-0.46165,0.44760)
(-0.45943,0.44737)
(-0.44798,0.44614)
(-0.42900,0.44371)
(-0.42150,0.44263)
(-0.41497,0.44160)
(-0.39949,0.43899)
(-0.39271,0.43773)
(-0.37599,0.43443)
